official_id,subject_id,consent,attention_check,catch_trial,trial_name,samples_requested,strategy,feedback
P40,arxpe41nb4,Agree,72White,correct,65_35,15,,
P40,arxpe41nb4,Agree,72White,correct,51_49,25,,
P40,arxpe41nb4,Agree,72White,correct,80_20,12,,
P41,h128ek1gcr,Agree,72White,correct,70_30,10,Worked it out as an approximate percentage then divided it by estimated probability.,N/A
P41,h128ek1gcr,Agree,72White,correct,80_20,5,,
P41,h128ek1gcr,Agree,72White,correct,55_45,75,,
P41,h128ek1gcr,Agree,72White,correct,95_5,5,,
P41,h128ek1gcr,Agree,72White,correct,51_49,95,,
P41,h128ek1gcr,Agree,72White,correct,60_40,80,,
P41,h128ek1gcr,Agree,72White,correct,85_15,7,,
P41,h128ek1gcr,Agree,72White,correct,65_35,20,,
P41,h128ek1gcr,Agree,72White,correct,90_10,8,,
P41,h128ek1gcr,Agree,72White,correct,75_25,15,,
P42,q6f5d8t8z9,Agree,72Black,correct,60_40,16,i didnt have a strategy i just guessed,it was difficult
P42,q6f5d8t8z9,Agree,72Black,correct,85_15,81,,
P42,q6f5d8t8z9,Agree,72Black,correct,65_35,41,,
P42,q6f5d8t8z9,Agree,72Black,correct,90_10,90,,
P42,q6f5d8t8z9,Agree,72Black,correct,55_45,10,,
P42,q6f5d8t8z9,Agree,72Black,correct,80_20,76,,
P42,q6f5d8t8z9,Agree,72Black,correct,51_49,12,,
P42,q6f5d8t8z9,Agree,72Black,correct,95_5,95,,
P42,q6f5d8t8z9,Agree,72Black,correct,75_25,40,,
P42,q6f5d8t8z9,Agree,72Black,correct,70_30,32,,
P43,r211w33vt7,Agree,72White,correct,55_45,20,"you are more likely to take more white balls if they where the most number in the box,and vice versa",none
P43,r211w33vt7,Agree,72White,correct,90_10,15,,
P43,r211w33vt7,Agree,72White,correct,75_25,20,,
P43,r211w33vt7,Agree,72White,correct,85_15,15,,
P43,r211w33vt7,Agree,72White,correct,95_5,12,,
P43,r211w33vt7,Agree,72White,correct,51_49,30,,
P43,r211w33vt7,Agree,72White,correct,80_20,20,,
P43,r211w33vt7,Agree,72White,correct,60_40,30,,
P43,r211w33vt7,Agree,72White,correct,65_35,30,,
P43,r211w33vt7,Agree,72White,correct,70_30,30,,
P44,rvmxun8q7m,Agree,72White,correct,70_30,31,smallest number of balls + 1 for extreme differences. Plus 10/20 for closer matches.,I'd love to know the answers
P44,rvmxun8q7m,Agree,72White,correct,51_49,51,,
P44,rvmxun8q7m,Agree,72White,correct,80_20,21,,
P44,rvmxun8q7m,Agree,72White,correct,90_10,11,,
P44,rvmxun8q7m,Agree,72White,correct,60_40,41,,
P44,rvmxun8q7m,Agree,72White,correct,85_15,16,,
P44,rvmxun8q7m,Agree,72White,correct,75_25,26,,
P44,rvmxun8q7m,Agree,72White,correct,65_35,35,,
P44,rvmxun8q7m,Agree,72White,correct,95_5,8,,
P44,rvmxun8q7m,Agree,72White,correct,55_45,70,,
P45,sm97gtbr0y,Agree,72White,correct,90_10,30,"The more even the color distribution, the more balls I would need. The less even, the fewer balls.",None
P45,sm97gtbr0y,Agree,72White,correct,75_25,26,,
P45,sm97gtbr0y,Agree,72White,correct,51_49,15,,
P45,sm97gtbr0y,Agree,72White,correct,55_45,14,,
P45,sm97gtbr0y,Agree,72White,correct,80_20,16,,
P45,sm97gtbr0y,Agree,72White,correct,65_35,15,,
P45,sm97gtbr0y,Agree,72White,correct,95_5,14,,
P45,sm97gtbr0y,Agree,72White,correct,85_15,16,,
P45,sm97gtbr0y,Agree,72White,correct,70_30,18,,
P45,sm97gtbr0y,Agree,72White,correct,60_40,14,,
P46,tnk3869rnd,Agree,72White,correct,90_10,6,i just used my intuition and imagination and my brain to think about it.,N/A
P46,tnk3869rnd,Agree,72White,correct,60_40,13,,
P46,tnk3869rnd,Agree,72White,correct,65_35,14,,
P46,tnk3869rnd,Agree,72White,correct,70_30,10,,
P46,tnk3869rnd,Agree,72White,correct,51_49,15,,
P46,tnk3869rnd,Agree,72White,correct,95_5,5,,
P46,tnk3869rnd,Agree,72White,correct,85_15,9,,
P46,tnk3869rnd,Agree,72White,correct,80_20,8,,
P46,tnk3869rnd,Agree,72White,correct,55_45,11,,
P46,tnk3869rnd,Agree,72White,correct,75_25,10,,
P47,zd5g3e41vg,Agree,72White,correct,80_20,20,count the number of balls of one of the colours,"this was hard, and not sure my strategy would work!"
P47,zd5g3e41vg,Agree,72White,correct,55_45,45,,
P47,zd5g3e41vg,Agree,72White,correct,90_10,10,,
P47,zd5g3e41vg,Agree,72White,correct,95_5,6,,
P47,zd5g3e41vg,Agree,72White,correct,75_25,26,,
P47,zd5g3e41vg,Agree,72White,correct,60_40,40,,
P47,zd5g3e41vg,Agree,72White,correct,85_15,16,,
P47,zd5g3e41vg,Agree,72White,correct,51_49,25,,
P47,zd5g3e41vg,Agree,72White,correct,70_30,29,,
P47,zd5g3e41vg,Agree,72White,correct,65_35,14,,
